Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Total_Distance,Car_Age,Mileage
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,,5,1998,36406,Petrol,110,0,Red,1,1600,,,,,1075,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776812,26,1405.269231
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1999,87743,Petrol,,1,Grey,0,1300,3,,,,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,5708365,25,3512.84
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,9,1999,64359,Petrol,,0,Red,0,1300,3,,,,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3862980,25,2575.32
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,57711,Petrol,,0,Blue,0,1300,3,,,,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4622960,26,2222.576923
1218,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,87000,Petrol,,1,Black,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6960000,26,3346.153846
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,3,1998,72000,Petrol,110,1,Green,0,1600,,,,,1035,1,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5616000,26,2769.230769
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,5,1998,67255,Petrol,,1,Blue,0,1300,,,,,1035,0,1,3,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,5112216,26,2587.153846
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,52548,Petrol,110,0,Red,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4216000,26,2026.923077
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,,1,1998,76000,Petrol,110,0,Red,0,1600,3,,,,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,6080000,26,2923.076923
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,,8,1998,127159,Petrol,110,1,Blue,0,1600,3,,,,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,9344438,26,4923.307692
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,4,1998,61626,Petrol,110,1,Blue,0,1600,,,,,1070,1,1,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4746896,26,2371.076923
1230,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,5,1998,84402,Petrol,110,1,Black,0,1600,,,,,1070,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6419872,26,3248.923077
1229,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,2,1998,84598,Petrol,110,0,White,0,1600,,,,,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,6712314,26,3267.923077
1224,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,1,1998,85470,Petrol,110,0,Blue,0,1600,,,,,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,6845200,26,3290.961538
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,,12,1998,44757,Petrol,110,0,Red,0,1600,,,,,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,3092994,26,1724.076923
1219,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,9,1998,86714,Petrol,110,0,Green,0,1600,,,,,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,6253920,26,3340.769231
1186,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,4,1998,92922,Petrol,110,1,Green,0,1600,,,,,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,7161000,26,3576.923077
1184,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,9,1998,93039,Petrol,110,1,Grey,0,1600,,,,,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,6700752,26,3579.461538
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,,11,1998,59000,Petrol,,1,Green,1,1600,3,,,,1080,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,4131190,26,2269.884615
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,,1,1998,60348,Petrol,110,1,Grey,0,1600,,,,,1114,0,1,3,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,4838080,26,2326
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,10,1998,120400,Diesel,,1,Black,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,8553654,26,4633.615385
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,,1,1998,58142,Petrol,110,1,Green,0,1600,,,,,1070,0,1,,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,4661360,26,2241.038462
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,,6,1999,94447,Petrol,,1,Red,0,1300,,,,,1000,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5953752,25,3780.16
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,,4,1999,80000,Petrol,,1,Black,0,1300,2,,,,1010,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5200000,25,3200
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1999,36000,Petrol,,1,Green,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2340000,25,1440
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,5,1999,82700,Petrol,,0,Blue,0,1300,3,,,,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5294272,25,3308.92
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,,2,1999,60000,Petrol,,0,Grey,1,1300,,,,,1030,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4020000,25,2400
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,6,1999,44850,Petrol,110,1,Green,0,1600,,,,,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2831472,25,1797.76
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,4,1999,80000,Petrol,110,1,Red,0,1600,,,,,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5205590,25,3203.44
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,,10,1999,112307,Petrol,,1,Blue,0,1300,,,,,1040,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,6656793,25,4513.08
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,,3,1999,81192,Petrol,110,0,Grey,0,1600,3,,,,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5362500,25,3250
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,3,1999,39115,Petrol,110,1,Green,0,1600,3,,,,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,2583504,25,1565.76
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,2,1999,57000,Petrol,110,0,Grey,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3819000,25,2280
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,6,1999,72328,Petrol,110,1,Green,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,4568886,25,2900.88
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,4,1999,74172,Petrol,110,1,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4821635,25,2967.16
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,5,1999,91246,Petrol,110,1,Blue,0,1600,3,,,,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,5845312,25,3653.32
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,,5,1999,150000,Petrol,110,1,Blue,0,1600,3,,,,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,9637440,25,6023.4
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,3,1999,58596,Petrol,110,1,Grey,0,1600,,,,,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3871164,25,2346.16
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,12,1999,101773,Diesel,,0,Green,0,2000,3,,,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5802087,25,4071.64
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,,4,1999,61343,Petrol,110,1,Black,0,1600,3,,,,1050,0,1,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3989960,25,2455.36
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,,10,1999,113118,Petrol,110,1,Green,0,1600,,,,,1065,1,1,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6708300,25,4548
394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,,5,2000,134889,Diesel,,1,Grey,0,1900,,,,185,1140,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,7033416,24,5635.75
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,60000,Petrol,110,1,Green,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,4620000,26,2307.692308
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,9,1999,52448,Petrol,110,1,Beige,0,1600,,,,,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3149220,25,2099.48
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,1,1998,23000,Petrol,,0,Blue,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1840000,26,884.6153846
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,9,1998,26000,Petrol,,0,White,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1872000,26,1000
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,6,1998,38932,Petrol,110,1,Beige,0,1600,3,,,,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,2920875,26,1497.884615
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,,11,1998,124591,Petrol,110,1,Blue,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,8732010,26,4797.807692
1200,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,,11,1998,89968,Petrol,110,0,Red,0,1600,3,,,,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,6298810,26,3460.884615
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,,4,1998,61700,Petrol,,1,Silver,1,1300,,,,,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,4766762,26,2381
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,12,1998,74567,Petrol,110,1,Blue,0,1600,,,,,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5145537,26,2868.192308
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,6,1998,101001,Petrol,110,1,Red,0,1600,,,,,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,7586925,26,3890.730769
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,,10,1998,98100,Petrol,110,1,Black,0,1600,3,,,,1050,0,1,,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,6968934,26,3775.153846
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,,3,1998,73634,Petrol,,1,Grey,1,1300,,,,,1015,0,1,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5743764,26,2832.230769
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,,3,1998,75322,Petrol,,1,Red,0,1300,,,,,1050,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5875194,26,2897.038462
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,,2,1999,52700,Petrol,,1,Black,0,1300,3,,,,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,3537600,25,2112
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,4,1999,93296,Petrol,,0,Blue,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,6071520,25,3736.32
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,5,1999,70068,Petrol,110,1,Red,0,1600,,,,,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4487424,25,2804.64
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,4,1999,80430,Petrol,110,1,Green,0,1600,,,,,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,5228535,25,3217.56
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,1,1999,81930,Petrol,,1,Black,0,1300,,,,,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5573620,25,3278.6
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,1,1999,90370,Petrol,110,0,Red,0,1600,3,,,,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,6169436,25,3629.08
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,,5,1999,143560,CNG,110,1,Black,0,1600,3,,,,1065,0,1,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,9216000,25,5760
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,6,1999,88667,Petrol,110,0,Grey,0,1600,,,,,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5587155,25,3547.4
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,7,1999,89983,Petrol,110,0,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5580000,25,3600
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,4,1998,64193,Petrol,110,0,Red,0,1600,,,,,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4949560,26,2472.307692
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,1,1999,104150,Petrol,110,1,Grey,0,1600,,,,,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7092332,25,4171.96
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,,3,1998,43610,Petrol,,1,Grey,0,1300,,,,,1000,0,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3402516,26,1677.769231
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,10,1998,17003,Petrol,,0,Blue,0,1300,3,,,,1015,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1208136,26,654.4615385
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,5,1998,76167,Petrol,,1,Green,0,1300,3,,,,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5796368,26,2933.384615
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,,3,1998,36000,Petrol,,0,Green,1,1300,3,,,,1045,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2808000,26,1384.615385
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,4,1998,45410,Petrol,110,1,Green,0,1600,3,,,,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,3504039,26,1750.269231
1331,TOYOTA Corolla 1.6HB 2/3-Doors,,7,1998,66550,Petrol,110,1,Blue,0,1600,3,,,,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4937132,26,2566.076923
1228,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,8,1998,84976,Petrol,110,1,Black,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6204124,26,3268.769231
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,,8,1998,52000,Petrol,110,1,Green,1,1600,,,,,1065,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3796000,26,2000
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,9,1998,60476,Petrol,110,1,Grey,0,1600,,,,,1075,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,4354776,26,2326.269231
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,4,1998,62280,Petrol,110,1,Red,0,1600,,,,,1075,1,1,3,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,4795945,26,2395.576923
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,11,1998,67092,Petrol,110,1,Grey,0,1600,,,,,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,4697000,26,2580.769231
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,4,1998,71793,Petrol,110,0,Grey,0,1600,,,,,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5530525,26,2762.5
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,,8,1998,75000,Petrol,110,0,Grey,0,1600,,,,,1075,0,0,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,5475000,26,2884.615385
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,,1,1998,70560,Petrol,,1,Grey,1,1600,3,,,,1080,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,5647760,26,2715.269231
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,3,1998,67146,Petrol,110,0,Red,0,1600,,,,,1085,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5245890,26,2586.730769
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,1,1998,100250,Petrol,110,0,Blue,0,1600,,,,,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8036640,26,3863.769231
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,10,1998,120000,Petrol,110,0,White,0,1600,,,,,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,8520000,26,4615.384615
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,,4,1998,164000,Diesel,,0,Red,0,2000,,,,185,1100,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13090000,26,6538.461538
1223,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,,11,1998,85565,Diesel,,1,Green,0,2000,,,,185,1135,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,6010480,26,3302.461538
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,,12,1998,194765,Diesel,,0,White,0,2000,,,,185,1135,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,13627569,26,7596.192308
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,,2,1998,63881,Petrol,110,0,Silver,0,1600,,,,,1035,0,1,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5049522,26,2458.384615
1196,TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,,3,1998,90305,Petrol,,1,Silver,0,1300,,,,,1035,0,0,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7046910,26,3474.807692
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,,10,1998,78120,Petrol,110,0,Blue,0,1600,3,,,,1050,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5556460,26,3010
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,11,1999,47060,Petrol,,1,Blue,0,1300,3,,,,1015,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,2735918,25,1886.84
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,,9,1999,61930,Petrol,,1,Silver,0,1300,3,,,,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3718620,25,2479.08
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,,7,1999,105000,Petrol,,0,Black,0,1300,,,,,1040,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,6510000,25,4200
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,1,1999,88700,Petrol,110,0,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,6038876,25,3552.28
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,,9,1999,64797,Petrol,110,1,Grey,0,1600,,,,,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3894840,25,2596.56
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,,2,1999,92830,Diesel,,1,Green,0,2000,,,,185,1100,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6225774,25,3716.88
386,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,,2,2000,149329,CNG,110,1,Blue,0,1600,3,,,,1075,0,0,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,8250000,24,6250
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,,12,1998,57086,Petrol,,1,Blue,0,1300,3,,,,1025,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,3939624,26,2196
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,,5,1998,134660,Diesel,,1,Red,0,2000,3,,,185,1115,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,10251564,26,5188.038462
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,,1,1999,117913,Petrol,110,1,Green,1,1600,,,,,1065,1,1,3,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,8020940,25,4718.2
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,,7,2000,70239,Diesel,,1,Green,0,1900,3,,,185,1105,0,1,,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3522000,24,2935
1236,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,,6,1998,83567,Petrol,110,1,Blue,0,1600,3,,,,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,6288750,26,3225
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,,6,1998,109263,Petrol,110,0,Grey,0,1600,,,,,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,8215500,26,4213.076923
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,4,1999,45600,Petrol,110,0,Red,0,1600,3,,,,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2969265,25,1827.24
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,,12,1998,75000,Petrol,,1,Red,0,1300,,,,,1000,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,5175000,26,2884.615385
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,,10,1998,106108,Petrol,,0,Black,0,1300,3,,,,1015,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536650,26,4082.692308
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,,6,1998,63500,Petrol,110,1,Blue,0,1600,,,,,1035,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,4772550,26,2447.461538
1247,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,1,1998,82000,Petrol,,1,Grey,0,1300,,,,,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6561680,26,3154.653846
1203,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,,2,1998,89576,Petrol,,1,Blue,0,1300,,,,,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7089381,26,3451.5
1221,TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors,,2,1998,85889,Petrol,,1,Green,0,1300,,,,,1040,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6794000,26,3307.692308
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,,5,1998,49163,Petrol,,0,Red,0,1300,3,,,,1045,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3736920,26,1891.153846
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,,12,1998,52000,Petrol,110,1,Blue,0,1600,3,,,,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3588000,26,2000
